Name,Zipcode,CoEd,Wheelchair Access,24HR Support
Trinity Services,60403,Female,No,Yes
Trinity Services,60403,,No,
Trinity Services,60403,,No,
Trinity Services,60403,,No,
Trinity Services,60408,Male,Yes,Yes
Trinity Services,60408,,Yes,
Trinity Services,60408,Co-Ed,Yes,Yes
Trinity Services,60408,Female,Yes,Yes
Trinity Services,60411,,No,
Trinity Services,60411,,No,
Trinity Services,60417,Male,No,Yes
Trinity Services,60417,Male,No,Yes
Trinity Services,60417,,No,
Trinity Services,60421,,No,
Trinity Services,60423,Male,No,Yes
Trinity Services,60423,Male,No,Yes
Trinity Services,60423,,No,
Trinity Services,60432,Male,No,Yes
Trinity Services,60432,Male,No,Yes
Trinity Services,60432,Co-Ed,Yes,Yes
Trinity Services,60433,Male,No,Yes
Trinity Services,60433,Co-Ed,Yes,Yes
Trinity Services,60433,Male,No,Yes
Trinity Services,60433,Male,No,Yes
Trinity Services,60433,Co-Ed,Yes,Yes
Trinity Services,60433,Female,No,Yes
Trinity Services,60435,Female,Yes,Yes
Trinity Services,60435,,No,
Trinity Services,60435,,No,
Trinity Services,60435,,No,
Trinity Services,60435,Male,No,Yes
Trinity Services,60435,Male,No,Yes
Trinity Services,60435,Female,No,Yes
Trinity Services,60435,Male,No,Yes
Trinity Services,60435,Female,No,Yes
Trinity Services,60435,,No,
Trinity Services,60435,Male,No,Yes
Trinity Services,60435,Male,No,Yes
Trinity Services,60435,Co-Ed,No,Yes
Trinity Services,60435,Male,Yes,Yes
Trinity Services,60435,,No,
Trinity Services,60436,Male,No,Yes
Trinity Services,60436,Female,No,Yes
Trinity Services,60436,,No,
Trinity Services,60441,Female,No,Yes
Trinity Services,60441,Male,No,Yes
Trinity Services,60441,Male,Yes,Yes
Trinity Services,60441,,No,
Trinity Services,60441,,No,
Trinity Services,60442,Male,No,Yes
Trinity Services,60442,Female,No,Yes
Trinity Services,60442,Male,No,Yes
Trinity Services,60442,Male,No,Yes
Trinity Services,60443,Male,No,Yes
Trinity Services,60448,Female,Yes,Yes
Trinity Services,60448,Male,No,Yes
Trinity Services,60448,Male,No,Yes
Trinity Services,60451,Female,Yes,Yes
Trinity Services,60451,Male,No,Yes
Trinity Services,60451,Female,Yes,Yes
Trinity Services,60451,Male,No,Yes
Trinity Services,60451,Male,No,Yes
Trinity Services,60451,Male,No,Yes
Trinity Services,60451,Female,No,Yes
Trinity Services,60451,,No,
Trinity Services,60451,,No,
Trinity Services,60461,Male,No,Yes
Trinity Services,60461,Co-Ed,Yes,Yes
Trinity Services,60481,Male,Yes,Yes
Trinity Services,60481,,Yes,
Trinity Services,60481,Female,Yes,Yes
Trinity Services,60481,,Yes,
Trinity Services,60481,Co-Ed,No,Yes
Trinity Services,60481,Male,No,Yes
Trinity Services,60491,Male,No,Yes
Trinity Services,60491,Male,No,Yes
Trinity Services,60491,,No,
Trinity Services,60563,Male,No,Yes
Trinity Services,60625,Male,No,Yes
Trinity Services,60645,Co-Ed,No,Yes
Trinity Services,60659,Male,No,Yes
Trinity Services,60659,Female,No,Yes
Trinity Services,60659,Male,No,Yes
Trinity Services,60659,,No,
Trinity Services,61607,Male,No,Yes
Trinity Services,61614,Male,No,Yes
Trinity Services,61614,,No,
Trinity Services,61615,Co-Ed,Yes,Yes
Trinity Services,62002,,No,
Trinity Services,62025,Co-Ed,No,No
Trinity Services,62221,,No,
Trinity Services,62230,,No,
Trinity Services,62234,,No,
Trinity Services,62243,,No,
Trinity Services,62258,Female,No,Yes
Trinity Services,62258,Male,Yes,Yes
Trinity Services,62258,,Yes,
Trinity Services,62258,Female,Yes,Yes
Trinity Services,62258,Male,No,Yes
Trinity Services,62258,,No,
UCP Land of Lincoln,62702,,No,
UCP Land of Lincoln,62702,,No,
UCP Land of Lincoln,62702,,No,
UCP Land of Lincoln,62702,Male,No,Yes
UCP Land of Lincoln,62702,Male,No,Yes
UCP Land of Lincoln,62702,,No,
UCP Land of Lincoln,62702,,No,
UCP Land of Lincoln,62702,Male,No,Yes
UCP Land of Lincoln,62702,,No,
UCP Land of Lincoln,62703,Female,Yes,Yes
UCP Land of Lincoln,62704,Female,No,Yes
UCP Land of Lincoln,62711,,No,
UCP Land of Lincoln,62711,Co-Ed,No,Yes
UCP Land of Lincoln,62711,Male,No,Yes
UCP Land of Lincoln,62711,Female,Yes,Yes
UCP Land of Lincoln,62711,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60090,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60101,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60104,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60108,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60126,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60126,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60126,Female,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60130,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60130,Male,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60130,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60130,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60130,Co-Ed,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60130,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60130,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60137,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60137,Male,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60148,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60148,Female,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60148,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60154,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60155,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60155,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60155,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60155,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60162,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60162,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60163,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60172,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60181,Co-Ed,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60188,Male,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60188,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60302,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60302,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60302,Co-Ed,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60302,Male,No,No
United Cerebral Palsy Seguin of Gr. Chicago,60302,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60302,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60304,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60304,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60304,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60305,Co-Ed,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60402,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60402,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60402,Female,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60402,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60402,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60402,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60402,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60402,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,Female,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60402,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60411,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60426,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60455,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60455,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60455,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60459,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60459,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60459,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60465,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60466,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60466,Co-Ed,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60477,Male,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60478,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60513,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60513,Co-Ed,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60513,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60513,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60513,Male,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60525,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60525,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60525,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60532,Male,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60534,Female,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60534,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60542,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60546,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60546,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60546,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60546,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60546,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60558,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60563,Co-Ed,No,No
United Cerebral Palsy Seguin of Gr. Chicago,60565,Female,No,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60655,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60707,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60804,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60804,Male,Yes,Yes
United Cerebral Palsy Seguin of Gr. Chicago,60804,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60804,Male,Yes,No
United Cerebral Palsy Seguin of Gr. Chicago,60804,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60804,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60804,,Yes,
United Cerebral Palsy Seguin of Gr. Chicago,60804,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60804,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60804,,No,
United Cerebral Palsy Seguin of Gr. Chicago,60804,,No,
Villa House,62951,Male,Yes,Yes
Villa House,62951,Co-Ed,No,Yes
Villa House,62951,Female,Yes,Yes
Villa House,62951,,Yes,
"Village Inn Cobden, Inc.",62906,Co-Ed,Yes,Yes
"Village Inn Cobden, Inc.",62906,Male,No,Yes
"Village Inn Cobden, Inc.",62920,Co-Ed,Yes,Yes
"Wabash Area Vocational, Inc.",62863,Co-Ed,Yes,Yes
"Wabash Area Vocational, Inc.",62863,Co-Ed,Yes,Yes
Warren Achievement Ctr.,61462,Co-Ed,Yes,Yes
Warren Achievement Ctr.,61462,,No,
Warren Achievement Ctr.,61462,Co-Ed,Yes,Yes
Warren Achievement Ctr.,61462,Co-Ed,No,Yes
Warren Achievement Ctr.,61462,Co-Ed,Yes,Yes
Warren Achievement Ctr.,61462,Co-Ed,Yes,Yes
Warren Achievement Ctr.,61462,Co-Ed,Yes,Yes
Warren Achievement Ctr.,61642,,No,
Washington Co. Vocational Workshop,62263,Co-Ed,No,Yes
William BeDell Achievement Ctr.,62002,Male,No,Yes
William BeDell Achievement Ctr.,62002,Female,No,Yes
William BeDell Achievement Ctr.,62002,Male,No,Yes
William BeDell Achievement Ctr.,62034,,No,
William BeDell Achievement Ctr.,62095,Male,No,Yes
William BeDell Achievement Ctr.,62095,Male,No,Yes
William BeDell Achievement Ctr.,62095,Female,Yes,Yes
Willowglen Academy of IL,61032,Male,Yes,Yes
Willowglen Academy of IL,61032,Male,Yes,Yes
Willowglen Academy of IL,61032,Female,Yes,Yes
Willowglen Academy of IL,61032,Male,No,Yes
Willowglen Academy of IL,61032,Male,No,Yes
